tracking_event_id,shipment_id,event_timestamp,event_type,event_location,latitude,longitude,event_source,event_payload,created_at
526,84,2025-01-30T12:52:34+00:00,arrived_hub,Hub 17,43.238279,-6.774583,iot_gateway,"{""shipment_id"": 84, ""status"": ""arrived_hub"", ""source_quality"": ""low""}",2025-01-30T12:57:34+00:00
527,84,2025-01-30T14:56:16+00:00,out_for_delivery,Rotterdam,37.374406,-8.545023,mobile_app,"{""shipment_id"": 84, ""status"": ""out_for_delivery"", ""source_quality"": ""medium""}",2025-01-30T15:00:16+00:00
528,84,2025-01-30T16:50:58+00:00,delivered,Rotterdam,52.348787,10.900304,carrier_api,"{""shipment_id"": 84, ""status"": ""delivered"", ""source_quality"": ""high""}",2025-01-30T16:58:58+00:00
529,85,2026-03-14T10:17:09+00:00,created,Hub 03,47.863846,3.671188,iot_gateway,"{""shipment_id"": 85, ""status"": ""created"", ""source_quality"": ""medium""}",2026-03-14T10:23:09+00:00
530,85,2026-03-15T04:22:33+00:00,cancelled,Hub 16,40.70082,12.234795,mobile_app,"{""shipment_id"": 85, ""status"": ""cancelled"", ""source_quality"": ""high""}",2026-03-15T04:23:33+00:00
531,86,2025-10-22T16:54:38+00:00,created,Hub 02,46.558306,-5.141256,manual,"{""shipment_id"": 86, ""status"": ""created"", ""source_quality"": ""medium""}",2025-10-22T16:58:38+00:00
532,86,2025-10-23T00:24:50+00:00,picked_up,Hub 14,39.7685,5.832906,tms,"{""shipment_id"": 86, ""status"": ""picked_up"", ""source_quality"": ""medium""}",2025-10-23T00:31:50+00:00
533,86,2025-10-23T08:18:02+00:00,departed_warehouse,Hub 16,47.937759,-0.033738,iot_gateway,"{""shipment_id"": 86, ""status"": ""departed_warehouse"", ""source_quality"": ""low""}",2025-10-23T08:25:02+00:00
534,86,2025-10-23T15:09:14+00:00,in_transit,Hub 18,49.572422,-5.852732,tms,"{""shipment_id"": 86, ""status"": ""in_transit"", ""source_quality"": ""high""}",2025-10-23T15:15:14+00:00
535,86,2025-10-23T23:08:26+00:00,arrived_hub,Hub 11,45.892683,-7.522833,tms,"{""shipment_id"": 86, ""status"": ""arrived_hub"", ""source_quality"": ""high""}",2025-10-23T23:14:26+00:00
536,86,2025-10-24T05:25:38+00:00,out_for_delivery,Braga,47.694303,11.248592,tms,"{""shipment_id"": 86, ""status"": ""out_for_delivery"", ""source_quality"": ""low""}",2025-10-24T05:28:38+00:00
537,86,2025-10-24T12:23:50+00:00,delivered,Braga,37.03595,9.10648,tms,"{""shipment_id"": 86, ""status"": ""delivered"", ""source_quality"": ""medium""}",2025-10-24T12:25:50+00:00
538,87,2025-11-04T15:51:19+00:00,created,Hub 04,46.099174,-4.156239,iot_gateway,"{""shipment_id"": 87, ""status"": ""created"", ""source_quality"": ""medium""}",2025-11-04T15:59:19+00:00
539,87,2025-11-04T15:43:01+00:00,picked_up,Hub 16,43.442213,10.080141,manual,"{""shipment_id"": 87, ""status"": ""picked_up"", ""source_quality"": ""high""}",2025-11-04T15:50:01+00:00
540,87,2025-11-04T18:48:43+00:00,departed_warehouse,Hub 01,48.7294,14.103843,tms,"{""shipment_id"": 87, ""status"": ""departed_warehouse"", ""source_quality"": ""medium""}",2025-11-04T18:56:43+00:00
541,87,2025-11-04T19:07:25+00:00,in_transit,Hub 15,41.425916,-7.321719,tms,"{""shipment_id"": 87, ""status"": ""in_transit"", ""source_quality"": ""low""}",2025-11-04T19:08:25+00:00
542,87,2025-11-04T19:57:07+00:00,arrived_hub,Hub 11,40.189434,14.03792,manual,"{""shipment_id"": 87, ""status"": ""arrived_hub"", ""source_quality"": ""low""}",2025-11-04T20:03:07+00:00
543,87,2025-11-04T21:40:49+00:00,out_for_delivery,Rotterdam,46.188071,9.385197,mobile_app,"{""shipment_id"": 87, ""status"": ""out_for_delivery"", ""source_quality"": ""medium""}",2025-11-04T21:41:49+00:00
544,87,2025-11-04T22:40:31+00:00,delivered,Rotterdam,50.919026,12.823595,carrier_api,"{""shipment_id"": 87, ""status"": ""delivered"", ""source_quality"": ""medium""}",2025-11-04T22:43:31+00:00
545,88,2026-02-27T20:42:13+00:00,created,Hub 07,51.777019,6.83803,tms,"{""shipment_id"": 88, ""status"": ""created"", ""source_quality"": ""medium""}",2026-02-27T20:49:13+00:00
546,88,2026-02-28T00:10:25+00:00,picked_up,Hub 10,46.538754,7.389243,carrier_api,"{""shipment_id"": 88, ""status"": ""picked_up"", ""source_quality"": ""medium""}",2026-02-28T00:13:25+00:00
547,88,2026-02-28T02:32:37+00:00,departed_warehouse,Hub 01,51.34663,6.081101,iot_gateway,"{""shipment_id"": 88, ""status"": ""departed_warehouse"", ""source_quality"": ""low""}",2026-02-28T02:40:37+00:00
548,88,2026-02-28T04:17:49+00:00,in_transit,Hub 15,39.916317,11.517062,tms,"{""shipment_id"": 88, ""status"": ""in_transit"", ""source_quality"": ""high""}",2026-02-28T04:20:49+00:00
549,88,2026-02-28T08:22:01+00:00,arrived_hub,Hub 08,47.005166,-6.164747,manual,"{""shipment_id"": 88, ""status"": ""arrived_hub"", ""source_quality"": ""medium""}",2026-02-28T08:25:01+00:00
550,88,2026-02-28T10:47:13+00:00,out_for_delivery,Toulouse,49.788971,-7.216822,tms,"{""shipment_id"": 88, ""status"": ""out_for_delivery"", ""source_quality"": ""high""}",2026-02-28T10:52:13+00:00
551,88,2026-02-28T12:25:25+00:00,delivered,Toulouse,37.067416,1.011375,carrier_api,"{""shipment_id"": 88, ""status"": ""delivered"", ""source_quality"": ""high""}",2026-02-28T12:29:25+00:00
552,89,2026-01-22T02:30:17+00:00,created,Hub 04,50.360449,7.022045,carrier_api,"{""shipment_id"": 89, ""status"": ""created"", ""source_quality"": ""low""}",2026-01-22T02:38:17+00:00
553,89,2026-01-22T21:39:41+00:00,cancelled,Hub 12,42.880108,-0.35801,tms,"{""shipment_id"": 89, ""status"": ""cancelled"", ""source_quality"": ""medium""}",2026-01-22T21:40:41+00:00
554,90,2026-03-07T01:13:54+00:00,created,Hub 05,44.377209,14.105285,iot_gateway,"{""shipment_id"": 90, ""status"": ""created"", ""source_quality"": ""medium""}",2026-03-07T01:18:54+00:00
555,90,2026-03-07T05:46:00+00:00,picked_up,Hub 09,46.784175,7.649129,manual,"{""shipment_id"": 90, ""status"": ""picked_up"", ""source_quality"": ""medium""}",2026-03-07T05:49:00+00:00
556,90,2026-03-07T07:59:06+00:00,departed_warehouse,Hub 11,41.779252,-0.278382,manual,"{""shipment_id"": 90, ""status"": ""departed_warehouse"", ""source_quality"": ""low""}",2026-03-07T08:06:06+00:00
557,90,2026-03-07T10:08:12+00:00,in_transit,Hub 16,43.514644,0.628554,manual,"{""shipment_id"": 90, ""status"": ""in_transit"", ""source_quality"": ""high""}",2026-03-07T10:14:12+00:00
558,90,2026-03-07T12:44:18+00:00,arrived_hub,Hub 22,52.380707,6.172592,iot_gateway,"{""shipment_id"": 90, ""status"": ""arrived_hub"", ""source_quality"": ""high""}",2026-03-07T12:52:18+00:00
559,90,2026-03-07T17:11:24+00:00,out_for_delivery,Hamburg,51.078593,11.278168,carrier_api,"{""shipment_id"": 90, ""status"": ""out_for_delivery"", ""source_quality"": ""medium""}",2026-03-07T17:15:24+00:00
560,90,2026-03-07T18:36:30+00:00,delivered,Hamburg,44.606957,10.24937,manual,"{""shipment_id"": 90, ""status"": ""delivered"", ""source_quality"": ""medium""}",2026-03-07T18:44:30+00:00
561,91,2025-12-18T13:12:59+00:00,created,Hub 06,36.021031,-6.823335,tms,"{""shipment_id"": 91, ""status"": ""created"", ""source_quality"": ""medium""}",2025-12-18T13:21:59+00:00
562,91,2025-12-18T21:34:17+00:00,picked_up,Hub 20,52.948913,-5.770451,manual,"{""shipment_id"": 91, ""status"": ""picked_up"", ""source_quality"": ""medium""}",2025-12-18T21:42:17+00:00
563,91,2025-12-19T09:59:35+00:00,departed_warehouse,Hub 15,42.275558,9.544425,manual,"{""shipment_id"": 91, ""status"": ""departed_warehouse"", ""source_quality"": ""low""}",2025-12-19T10:08:35+00:00
564,91,2025-12-19T18:31:53+00:00,in_transit,Hub 05,40.283901,-1.788254,carrier_api,"{""shipment_id"": 91, ""status"": ""in_transit"", ""source_quality"": ""high""}",2025-12-19T18:37:53+00:00
565,91,2025-12-20T08:22:11+00:00,arrived_hub,Hub 21,48.487456,10.843305,mobile_app,"{""shipment_id"": 91, ""status"": ""arrived_hub"", ""source_quality"": ""medium""}",2025-12-20T08:30:11+00:00
566,91,2025-12-20T15:42:29+00:00,out_for_delivery,Amsterdam,40.364145,4.892433,iot_gateway,"{""shipment_id"": 91, ""status"": ""out_for_delivery"", ""source_quality"": ""low""}",2025-12-20T15:46:29+00:00
567,91,2025-12-21T01:39:47+00:00,delivered,Amsterdam,39.89574,3.931473,carrier_api,"{""shipment_id"": 91, ""status"": ""delivered"", ""source_quality"": ""medium""}",2025-12-21T01:46:47+00:00
568,92,2025-05-03T19:09:40+00:00,created,Hub 06,36.11158,-2.38107,mobile_app,"{""shipment_id"": 92, ""status"": ""created"", ""source_quality"": ""high""}",2025-05-03T19:13:40+00:00
569,92,2025-05-03T20:59:46+00:00,picked_up,Hub 06,45.820522,7.895618,tms,"{""shipment_id"": 92, ""status"": ""picked_up"", ""source_quality"": ""low""}",2025-05-03T21:03:46+00:00
570,92,2025-05-04T00:11:52+00:00,departed_warehouse,Hub 19,45.223597,10.736864,carrier_api,"{""shipment_id"": 92, ""status"": ""departed_warehouse"", ""source_quality"": ""high""}",2025-05-04T00:19:52+00:00
571,92,2025-05-04T02:34:58+00:00,in_transit,Hub 23,46.444369,-7.335476,tms,"{""shipment_id"": 92, ""status"": ""in_transit"", ""source_quality"": ""high""}",2025-05-04T02:39:58+00:00
572,92,2025-05-04T06:01:04+00:00,arrived_hub,Hub 04,47.393135,-8.737201,iot_gateway,"{""shipment_id"": 92, ""status"": ""arrived_hub"", ""source_quality"": ""medium""}",2025-05-04T06:06:04+00:00
573,92,2025-05-04T08:56:10+00:00,out_for_delivery,Hamburg,44.758163,-5.355184,manual,"{""shipment_id"": 92, ""status"": ""out_for_delivery"", ""source_quality"": ""medium""}",2025-05-04T08:58:10+00:00
574,92,2025-05-04T10:19:16+00:00,delivered,Hamburg,37.660864,10.865715,manual,"{""shipment_id"": 92, ""status"": ""delivered"", ""source_quality"": ""low""}",2025-05-04T10:23:16+00:00
575,93,2025-04-25T16:35:33+00:00,created,Hub 03,51.98958,2.219607,manual,"{""shipment_id"": 93, ""status"": ""created"", ""source_quality"": ""high""}",2025-04-25T16:42:33+00:00
576,93,2025-04-26T06:22:15+00:00,picked_up,Hub 07,41.374447,-4.04891,manual,"{""shipment_id"": 93, ""status"": ""picked_up"", ""source_quality"": ""medium""}",2025-04-26T06:28:15+00:00
577,93,2025-04-26T21:22:57+00:00,departed_warehouse,Hub 22,51.346834,-5.476194,mobile_app,"{""shipment_id"": 93, ""status"": ""departed_warehouse"", ""source_quality"": ""high""}",2025-04-26T21:28:57+00:00
578,93,2025-04-27T13:28:39+00:00,in_transit,Hub 20,37.955168,-5.316793,iot_gateway,"{""shipment_id"": 93, ""status"": ""in_transit"", ""source_quality"": ""low""}",2025-04-27T13:37:39+00:00
579,93,2025-04-28T02:48:21+00:00,arrived_hub,Hub 04,38.463236,1.775596,iot_gateway,"{""shipment_id"": 93, ""status"": ""arrived_hub"", ""source_quality"": ""high""}",2025-04-28T02:49:21+00:00
580,93,2025-04-28T19:06:03+00:00,out_for_delivery,Porto,37.676917,10.033684,mobile_app,"{""shipment_id"": 93, ""status"": ""out_for_delivery"", ""source_quality"": ""high""}",2025-04-28T19:12:03+00:00
581,93,2025-04-29T10:46:45+00:00,delivered,Porto,41.93609,3.568978,iot_gateway,"{""shipment_id"": 93, ""status"": ""delivered"", ""source_quality"": ""high""}",2025-04-29T10:47:45+00:00
582,94,2025-01-12T00:07:19+00:00,created,Hub 07,49.367388,11.747681,mobile_app,"{""shipment_id"": 94, ""status"": ""created"", ""source_quality"": ""medium""}",2025-01-12T00:12:19+00:00
583,94,2025-01-12T01:36:31+00:00,picked_up,Hub 10,38.386807,14.611301,manual,"{""shipment_id"": 94, ""status"": ""picked_up"", ""source_quality"": ""low""}",2025-01-12T01:43:31+00:00
584,94,2025-01-12T05:15:43+00:00,departed_warehouse,Hub 01,42.632045,9.969478,iot_gateway,"{""shipment_id"": 94, ""status"": ""departed_warehouse"", ""source_quality"": ""high""}",2025-01-12T05:21:43+00:00
585,94,2025-01-12T07:03:55+00:00,in_transit,Hub 10,36.075679,6.944435,iot_gateway,"{""shipment_id"": 94, ""status"": ""in_transit"", ""source_quality"": ""low""}",2025-01-12T07:09:55+00:00
586,94,2025-01-12T09:22:07+00:00,arrived_hub,Hub 10,42.857254,11.802725,tms,"{""shipment_id"": 94, ""status"": ""arrived_hub"", ""source_quality"": ""high""}",2025-01-12T09:29:07+00:00
587,94,2025-01-12T12:03:19+00:00,out_for_delivery,Porto,44.012651,-4.632607,mobile_app,"{""shipment_id"": 94, ""status"": ""out_for_delivery"", ""source_quality"": ""medium""}",2025-01-12T12:12:19+00:00
588,94,2025-01-12T13:01:31+00:00,delivered,Porto,52.026613,13.575644,mobile_app,"{""shipment_id"": 94, ""status"": ""delivered"", ""source_quality"": ""medium""}",2025-01-12T13:05:31+00:00
589,95,2025-10-07T11:03:58+00:00,created,Hub 08,40.964065,-1.456018,mobile_app,"{""shipment_id"": 95, ""status"": ""created"", ""source_quality"": ""medium""}",2025-10-07T11:12:58+00:00
590,95,2025-10-07T12:59:58+00:00,picked_up,Hub 05,48.762307,-8.690819,tms,"{""shipment_id"": 95, ""status"": ""picked_up"", ""source_quality"": ""medium""}",2025-10-07T13:08:58+00:00
591,95,2025-10-07T18:21:58+00:00,departed_warehouse,Hub 05,45.869876,2.496923,iot_gateway,"{""shipment_id"": 95, ""status"": ""departed_warehouse"", ""source_quality"": ""medium""}",2025-10-07T18:23:58+00:00
592,95,2025-10-07T19:53:58+00:00,in_transit,Hub 01,45.948677,12.033253,manual,"{""shipment_id"": 95, ""status"": ""in_transit"", ""source_quality"": ""low""}",2025-10-07T20:02:58+00:00
593,95,2025-10-07T21:56:58+00:00,arrived_hub,Hub 17,44.272392,-7.103889,carrier_api,"{""shipment_id"": 95, ""status"": ""arrived_hub"", ""source_quality"": ""low""}",2025-10-07T21:59:58+00:00
594,95,2025-10-08T00:21:58+00:00,out_for_delivery,Frankfurt,49.912213,-6.974243,manual,"{""shipment_id"": 95, ""status"": ""out_for_delivery"", ""source_quality"": ""medium""}",2025-10-08T00:23:58+00:00
595,95,2025-10-08T02:26:58+00:00,delivered,Frankfurt,37.253351,-8.262505,iot_gateway,"{""shipment_id"": 95, ""status"": ""delivered"", ""source_quality"": ""high""}",2025-10-08T02:27:58+00:00
596,96,2025-03-27T11:42:51+00:00,created,Hub 09,37.658628,-4.105353,tms,"{""shipment_id"": 96, ""status"": ""created"", ""source_quality"": ""medium""}",2025-03-27T11:47:51+00:00
597,96,2025-03-27T13:22:51+00:00,picked_up,Hub 23,42.288632,8.967612,tms,"{""shipment_id"": 96, ""status"": ""picked_up"", ""source_quality"": ""high""}",2025-03-27T13:31:51+00:00
598,96,2025-03-27T17:15:51+00:00,departed_warehouse,Hub 23,39.187319,-7.841897,mobile_app,"{""shipment_id"": 96, ""status"": ""departed_warehouse"", ""source_quality"": ""medium""}",2025-03-27T17:18:51+00:00
599,96,2025-03-27T17:39:51+00:00,in_transit,Hub 05,45.689008,5.719073,manual,"{""shipment_id"": 96, ""status"": ""in_transit"", ""source_quality"": ""high""}",2025-03-27T17:48:51+00:00
600,96,2025-03-27T21:41:51+00:00,arrived_hub,Hub 14,49.63891,6.559244,carrier_api,"{""shipment_id"": 96, ""status"": ""arrived_hub"", ""source_quality"": ""medium""}",2025-03-27T21:46:51+00:00
601,96,2025-03-27T23:10:51+00:00,out_for_delivery,Frankfurt,38.913276,4.136917,tms,"{""shipment_id"": 96, ""status"": ""out_for_delivery"", ""source_quality"": ""medium""}",2025-03-27T23:19:51+00:00
602,96,2025-03-28T01:32:51+00:00,delivered,Frankfurt,38.036762,-2.238662,tms,"{""shipment_id"": 96, ""status"": ""delivered"", ""source_quality"": ""low""}",2025-03-28T01:40:51+00:00
603,97,2025-06-10T12:48:01+00:00,created,Hub 22,41.348752,4.572594,iot_gateway,"{""shipment_id"": 97, ""status"": ""created"", ""source_quality"": ""high""}",2025-06-10T12:49:01+00:00
604,97,2025-06-10T15:26:31+00:00,picked_up,Hub 17,38.373273,9.655905,mobile_app,"{""shipment_id"": 97, ""status"": ""picked_up"", ""source_quality"": ""medium""}",2025-06-10T15:33:31+00:00
605,97,2025-06-10T19:11:01+00:00,departed_warehouse,Hub 23,44.324098,-1.622764,carrier_api,"{""shipment_id"": 97, ""status"": ""departed_warehouse"", ""source_quality"": ""medium""}",2025-06-10T19:15:01+00:00
606,97,2025-06-10T23:18:31+00:00,in_transit,Hub 07,39.525544,-2.214604,manual,"{""shipment_id"": 97, ""status"": ""in_transit"", ""source_quality"": ""medium""}",2025-06-10T23:26:31+00:00
607,97,2025-06-11T01:48:01+00:00,arrived_hub,Hub 17,42.924903,5.012599,carrier_api,"{""shipment_id"": 97, ""status"": ""arrived_hub"", ""source_quality"": ""medium""}",2025-06-11T01:52:01+00:00
608,97,2025-06-11T05:07:31+00:00,out_for_delivery,Amsterdam,47.501733,8.894716,mobile_app,"{""shipment_id"": 97, ""status"": ""out_for_delivery"", ""source_quality"": ""medium""}",2025-06-11T05:10:31+00:00
609,97,2025-06-11T09:01:01+00:00,delivered,Amsterdam,42.993706,10.925987,iot_gateway,"{""shipment_id"": 97, ""status"": ""delivered"", ""source_quality"": ""high""}",2025-06-11T09:02:01+00:00
610,98,2025-12-04T05:50:20+00:00,created,Hub 11,39.610417,11.830561,carrier_api,"{""shipment_id"": 98, ""status"": ""created"", ""source_quality"": ""high""}",2025-12-04T05:53:20+00:00
611,98,2025-12-04T08:42:14+00:00,picked_up,Hub 19,52.446465,-6.207499,manual,"{""shipment_id"": 98, ""status"": ""picked_up"", ""source_quality"": ""high""}",2025-12-04T08:48:14+00:00
612,98,2025-12-04T10:41:08+00:00,departed_warehouse,Hub 17,51.414536,6.448438,carrier_api,"{""shipment_id"": 98, ""status"": ""departed_warehouse"", ""source_quality"": ""high""}",2025-12-04T10:49:08+00:00
613,98,2025-12-04T16:00:02+00:00,in_transit,Hub 03,46.595609,-8.941979,iot_gateway,"{""shipment_id"": 98, ""status"": ""in_transit"", ""source_quality"": ""high""}",2025-12-04T16:02:02+00:00
614,98,2025-12-04T18:06:56+00:00,arrived_hub,Hub 16,37.715268,14.793235,carrier_api,"{""shipment_id"": 98, ""status"": ""arrived_hub"", ""source_quality"": ""medium""}",2025-12-04T18:08:56+00:00
615,98,2025-12-04T21:14:50+00:00,out_for_delivery,Frankfurt,39.470893,0.000751,tms,"{""shipment_id"": 98, ""status"": ""out_for_delivery"", ""source_quality"": ""medium""}",2025-12-04T21:20:50+00:00
616,98,2025-12-04T21:14:44+00:00,delivered,Frankfurt,40.20976,-3.244106,manual,"{""shipment_id"": 98, ""status"": ""delivered"", ""source_quality"": ""low""}",2025-12-04T21:22:44+00:00
617,99,2026-04-23T22:25:37+00:00,created,Hub 05,42.31238,-0.035667,manual,"{""shipment_id"": 99, ""status"": ""created"", ""source_quality"": ""medium""}",2026-04-23T22:33:37+00:00
618,99,2026-04-24T01:38:49+00:00,picked_up,Hub 06,36.148658,8.649062,carrier_api,"{""shipment_id"": 99, ""status"": ""picked_up"", ""source_quality"": ""medium""}",2026-04-24T01:40:49+00:00
619,99,2026-04-24T04:12:01+00:00,departed_warehouse,Hub 24,40.345698,3.847631,carrier_api,"{""shipment_id"": 99, ""status"": ""departed_warehouse"", ""source_quality"": ""high""}",2026-04-24T04:20:01+00:00
620,99,2026-04-24T06:33:13+00:00,in_transit,Hub 19,43.050679,-6.309359,mobile_app,"{""shipment_id"": 99, ""status"": ""in_transit"", ""source_quality"": ""low""}",2026-04-24T06:39:13+00:00
621,99,2026-04-24T09:08:25+00:00,arrived_hub,Hub 15,40.33499,13.082533,manual,"{""shipment_id"": 99, ""status"": ""arrived_hub"", ""source_quality"": ""medium""}",2026-04-24T09:11:25+00:00
622,99,2026-04-24T11:15:37+00:00,out_for_delivery,Toulouse,36.436059,1.225178,mobile_app,"{""shipment_id"": 99, ""status"": ""out_for_delivery"", ""source_quality"": ""high""}",2026-04-24T11:19:37+00:00
623,99,2026-04-24T15:47:49+00:00,delivered,Toulouse,41.988328,-8.566235,manual,"{""shipment_id"": 99, ""status"": ""delivered"", ""source_quality"": ""low""}",2026-04-24T15:50:49+00:00
624,100,2025-06-05T11:22:25+00:00,created,Hub 05,36.998043,-4.311342,tms,"{""shipment_id"": 100, ""status"": ""created"", ""source_quality"": ""high""}",2025-06-05T11:24:25+00:00
625,100,2025-06-05T23:55:37+00:00,cancelled,Hub 08,47.194178,0.063781,tms,"{""shipment_id"": 100, ""status"": ""cancelled"", ""source_quality"": ""low""}",2025-06-05T23:56:37+00:00
